Mod:Item:MetaData, Localized Name
TConstruct:broadAxeHead:4, 仙人掌宽斧刃
TConstruct:broadAxeHead:5, 骨头宽斧刃
TConstruct:broadAxeHead:6, 黑曜石宽斧刃
TConstruct:broadAxeHead:7, 地狱岩宽斧刃
TConstruct:broadAxeHead:8, 史莱姆宽斧刃
TConstruct:broadAxeHead:9, 纸宽斧刃
TConstruct:broadAxeHead:10, 钴宽斧刃
TConstruct:broadAxeHead:11, 阿迪特宽斧刃
TConstruct:broadAxeHead:12, 玛玉灵宽斧刃
TConstruct:broadAxeHead:13, 铜宽斧刃
TConstruct:broadAxeHead:14, 青铜宽斧刃
TConstruct:broadAxeHead:15, 耐酸铝宽斧刃
TConstruct:broadAxeHead:16, 钢宽斧刃
TConstruct:broadAxeHead:17, 史莱姆宽斧刃
TConstruct:broadAxeHead:18, 生铁宽斧刃
TConstruct:excavatorHead:0, 木开掘铲头
TConstruct:excavatorHead:1, 石开掘铲头
TConstruct:excavatorHead:2, 铁开掘铲头
TConstruct:excavatorHead:3, 燧石开掘铲头
TConstruct:excavatorHead:4, 仙人掌开掘铲头
TConstruct:excavatorHead:5, 骨头开掘铲头
TConstruct:excavatorHead:6, 黑曜石开掘铲头
TConstruct:excavatorHead:7, 地狱岩开掘铲头
TConstruct:excavatorHead:8, 史莱姆开掘铲头
TConstruct:excavatorHead:9, 纸开掘铲头
TConstruct:excavatorHead:10, 钴开掘铲头
TConstruct:excavatorHead:11, 阿迪特开掘铲头
TConstruct:excavatorHead:12, 玛玉灵开掘铲头
TConstruct:excavatorHead:13, 铜开掘铲头
TConstruct:excavatorHead:14, 青铜开掘铲头
TConstruct:excavatorHead:15, 耐酸铝开掘铲头
TConstruct:excavatorHead:16, 钢开掘铲头
TConstruct:excavatorHead:17, 史莱姆开掘铲头
TConstruct:excavatorHead:18, 生铁开掘铲头
TConstruct:largeSwordBlade:0, 木大剑刃
TConstruct:largeSwordBlade:1, 石大剑刃
TConstruct:largeSwordBlade:2, 铁大剑刃
TConstruct:largeSwordBlade:3, 燧石大剑刃
TConstruct:largeSwordBlade:4, 仙人掌大剑刃
TConstruct:largeSwordBlade:5, 骨头大剑刃
TConstruct:largeSwordBlade:6, 黑曜石大剑刃
TConstruct:largeSwordBlade:7, 地狱岩大剑刃
TConstruct:largeSwordBlade:8, 史莱姆大剑刃
TConstruct:largeSwordBlade:9, 纸大剑刃
TConstruct:largeSwordBlade:10, 钴大剑刃
TConstruct:largeSwordBlade:11, 阿迪特大剑刃
TConstruct:largeSwordBlade:12, 玛玉灵大剑刃
TConstruct:largeSwordBlade:13, 铜大剑刃
TConstruct:largeSwordBlade:14, 青铜大剑刃
TConstruct:largeSwordBlade:15, 耐酸铝大剑刃
TConstruct:largeSwordBlade:16, 钢大剑刃
TConstruct:largeSwordBlade:17, 史莱姆大剑刃
TConstruct:largeSwordBlade:18, 生铁大剑刃
TConstruct:hammerHead:0, 木锤头
TConstruct:hammerHead:1, 石锤头
TConstruct:hammerHead:2, 铁锤头
TConstruct:hammerHead:3, 燧石锤头
TConstruct:hammerHead:4, 仙人掌锤头
TConstruct:hammerHead:5, 骨头锤头
TConstruct:hammerHead:6, 黑曜石锤头
TConstruct:hammerHead:7, 地狱岩锤头
TConstruct:hammerHead:8, 史莱姆锤头
TConstruct:hammerHead:9, 纸锤头
TConstruct:hammerHead:10, 钴锤头
TConstruct:hammerHead:11, 阿迪特锤头
TConstruct:hammerHead:12, 玛玉灵锤头
TConstruct:hammerHead:13, 铜锤头
TConstruct:hammerHead:14, 青铜锤头
TConstruct:hammerHead:15, 耐酸铝锤头
TConstruct:hammerHead:16, 钢锤头
TConstruct:hammerHead:17, 史莱姆锤头
TConstruct:hammerHead:18, 生铁锤头
TConstruct:creativeModifier, 创造工具强化槽
TConstruct:buckets:0, 桶装熔融铁
TConstruct:buckets:1, 桶装熔融金
TConstruct:buckets:2, 桶装熔融铜
TConstruct:buckets:3, 桶装熔融锡
TConstruct:buckets:4, 桶装熔融铝
TConstruct:buckets:5, 桶装熔融钴
TConstruct:buckets:6, 桶装熔融阿迪特
TConstruct:buckets:7, 桶装熔融青铜
TConstruct:buckets:8, 桶装熔融铝黄铜
TConstruct:buckets:9, 桶装熔融玛玉灵
TConstruct:buckets:10, 桶装熔融耐酸铝
TConstruct:buckets:11, 桶装熔融黑曜石
TConstruct:buckets:12, 桶装熔融钢
TConstruct:buckets:13, 桶装熔融玻璃
TConstruct:buckets:14, 桶装熔融石头
TConstruct:buckets:15, 桶装熔融绿宝石
TConstruct:buckets:16, 血桶
TConstruct:buckets:17, 桶装熔融镍
TConstruct:buckets:18, 桶装熔融铅
TConstruct:buckets:19, 桶装熔融银
TConstruct:buckets:20, 桶装熔融铂金
TConstruct:buckets:21, 桶装熔融因瓦合金
TConstruct:buckets:22, 桶装熔融琥珀金
TConstruct:buckets:23, 桶装熔融末影珍珠
TConstruct:buckets:24, 桶装史莱姆粘液
TConstruct:buckets:25, 桶装粘性凝胶
TConstruct:buckets:26, 桶装熔融生铁
TConstruct:buckets:27, 桶装熔融流明
TConstruct:buckets:28, 桶装熔融信素
TConstruct:buckets:29, 桶装熔融蕴魔金属
TConstruct:buckets:30, 桶装熔融末影
TConstruct:metalPattern:0, 锭铸模
TConstruct:metalPattern:1, 手柄铸模
TConstruct:metalPattern:2, 镐头铸模
TConstruct:metalPattern:3, 铲头铸模
TConstruct:metalPattern:4, 斧刃铸模
TConstruct:metalPattern:5, 剑刃铸模
TConstruct:metalPattern:6, 宽护手铸模
TConstruct:metalPattern:7, 护手铸模
TConstruct:metalPattern:8, 十字柄铸模
TConstruct:metalPattern:9, 绑定结铸模
TConstruct:metalPattern:10, 盘铸模
TConstruct:metalPattern:11, 牌板铸模
TConstruct:metalPattern:12, 刀刃铸模
TConstruct:metalPattern:13, 凿刃铸模
TConstruct:metalPattern:14, 坚韧手柄铸模
TConstruct:metalPattern:15, 坚韧绑定结铸模
TConstruct:metalPattern:16, 大板铸模
TConstruct:metalPattern:17, 宽斧刃铸模
TConstruct:metalPattern:18, 镰刀刀刃铸模
TConstruct:metalPattern:19, 开掘铲头铸模
TConstruct:metalPattern:20, 宽剑刃铸模
TConstruct:metalPattern:21, 锤头铸模
TConstruct:metalPattern:22, 大型护手铸模
TConstruct:metalPattern:25, 箭头铸模
TConstruct:metalPattern:26, 宝石铸模
TConstruct:metalPattern:27, 方块铸模
TConstruct:diamondApple:0, 钻石苹果
TConstruct:jerky:0, 牛肉干
TConstruct:jerky:1, 鸡肉干
TConstruct:jerky:2, 猪肉干
TConstruct:jerky:3, 羊肉干
TConstruct:jerky:4, 鱼干
TConstruct:jerky:5, 僵尸肉干
TConstruct:jerky:6, 黏胶液滴
TConstruct:jerky:7, 凝固血滴
TConstruct:heartCanister:0, 心之容器外壳
TConstruct:heartCanister:1, 微型红心
TConstruct:heartCanister:2, 红心容器
TConstruct:heartCanister:3, 微型黄心
TConstruct:heartCanister:4, 黄心容器
TConstruct:heartCanister:5, 微型绿星
TConstruct:heartCanister:6, 绿心容器
TConstruct:knapsack:0, 背包
TConstruct:helmetWood, 木头盔
TConstruct:chestplateWood, 木胸甲
TConstruct:leggingsWood, 木护腿
TConstruct:bootsWood, 木靴子
TConstruct:travelGoggles, 旅行者护目镜
TConstruct:travelVest, 旅行者马甲
TConstruct:travelWings, 旅行者之翼
TConstruct:travelBoots, 旅行者靴子
TConstruct:travelGlove, 旅行者手套
TConstruct:travelBelt, 旅行者腰带
TConstruct:bowstring:0, 弓弦
TConstruct:bowstring:2, 火焰弓弦
TConstruct:arrowhead:0, 木箭头
TConstruct:arrowhead:1, 石箭头
TConstruct:arrowhead:2, 铁箭头
TConstruct:arrowhead:3, 燧石箭头
TConstruct:arrowhead:4, 仙人掌箭头
TConstruct:arrowhead:5, 骨头箭头
TConstruct:arrowhead:6, 黑曜石箭头
TConstruct:arrowhead:7, 地狱岩箭头
TConstruct:arrowhead:8, 史莱姆箭头
TConstruct:arrowhead:9, 纸箭头
TConstruct:arrowhead:10, 钴箭头
TConstruct:arrowhead:11, 阿迪特箭头
TConstruct:arrowhead:12, 玛玉灵箭头
TConstruct:arrowhead:13, 铜箭头
TConstruct:arrowhead:14, 青铜箭头
TConstruct:arrowhead:15, 耐酸铝箭头
TConstruct:arrowhead:16, 钢箭头
TConstruct:arrowhead:17, 史莱姆箭头
TConstruct:arrowhead:18, 生铁箭头
TConstruct:fletching:0, 羽毛箭羽
TConstruct:fletching:1, 树叶箭羽
TConstruct:fletching:2, 史莱姆箭羽
TConstruct:fletching:3, 蓝史莱姆箭羽
TConstruct:fletching:4, 史莱姆树叶箭羽
TConstruct:ShurikenPart:0, 木回旋镖
TConstruct:ShurikenPart:1, 石回旋镖
TConstruct:ShurikenPart:2, 铁回旋镖
TConstruct:ShurikenPart:3, 燧石回旋镖
TConstruct:ShurikenPart:4, 仙人掌回旋镖
TConstruct:ShurikenPart:5, 骨头回旋镖
TConstruct:ShurikenPart:6, 黑曜石回旋镖
TConstruct:ShurikenPart:7, 地狱岩回旋镖
TConstruct:ShurikenPart:8, 史莱姆回旋镖
TConstruct:ShurikenPart:9, 纸回旋镖
TConstruct:ShurikenPart:10, 钴回旋镖
TConstruct:ShurikenPart:11, 阿迪特回旋镖
TConstruct:ShurikenPart:12, 玛玉灵回旋镖
TConstruct:ShurikenPart:13, 铜回旋镖
TConstruct:ShurikenPart:14, 青铜回旋镖
TConstruct:ShurikenPart:15, 耐酸铝回旋镖
TConstruct:ShurikenPart:16, 钢回旋镖
TConstruct:ShurikenPart:17, 史莱姆回旋镖
TConstruct:ShurikenPart:18, 生铁回旋镖
TConstruct:BowLimbPart:0, 木弓臂
TConstruct:BowLimbPart:1, 石弓臂
TConstruct:BowLimbPart:2, 铁弓臂
TConstruct:BowLimbPart:3, 燧石弓臂
TConstruct:BowLimbPart:4, 仙人掌弓臂
TConstruct:BowLimbPart:5, 骨头弓臂
TConstruct:BowLimbPart:6, 黑曜石弓臂
TConstruct:BowLimbPart:7, 地狱岩弓臂
TConstruct:BowLimbPart:8, 史莱姆弓臂
TConstruct:BowLimbPart:9, 纸弓臂
TConstruct:BowLimbPart:10, 钴弓臂
TConstruct:BowLimbPart:11, 阿迪特弓臂
TConstruct:BowLimbPart:12, 玛玉灵弓臂
TConstruct:BowLimbPart:13, 铜弓臂
TConstruct:BowLimbPart:14, 青铜弓臂
TConstruct:BowLimbPart:15, 耐酸铝弓臂
TConstruct:BowLimbPart:16, 钢弓臂
TConstruct:BowLimbPart:17, 史莱姆弓臂
TConstruct:BowLimbPart:18, 生铁弓臂
TConstruct:CrossbowLimbPart:0, 木弩臂
TConstruct:CrossbowLimbPart:1, 石弩臂
TConstruct:CrossbowLimbPart:2, 铁弩臂
TConstruct:CrossbowLimbPart:3, 燧石弩臂
TConstruct:CrossbowLimbPart:4, 仙人掌弩臂
TConstruct:CrossbowLimbPart:5, 骨头弩臂
TConstruct:CrossbowLimbPart:6, 黑曜石弩臂
TConstruct:CrossbowLimbPart:7, 地狱岩弩臂
TConstruct:CrossbowLimbPart:8, 史莱姆弩臂
TConstruct:CrossbowLimbPart:9, 纸弩臂
TConstruct:CrossbowLimbPart:10, 钴弩臂
TConstruct:CrossbowLimbPart:11, 阿迪特弩臂
TConstruct:CrossbowLimbPart:12, 玛玉灵弩臂
TConstruct:CrossbowLimbPart:13, 铜弩臂
TConstruct:CrossbowLimbPart:14, 青铜弩臂
TConstruct:CrossbowLimbPart:15, 耐酸铝弩臂
TConstruct:CrossbowLimbPart:16, 钢弩臂
TConstruct:CrossbowLimbPart:17, 史莱姆弩臂
TConstruct:CrossbowLimbPart:18, 生铁弩臂
TConstruct:CrossbowBodyPart:0, 木弩身
TConstruct:CrossbowBodyPart:1, 石弩身
TConstruct:CrossbowBodyPart:2, 铁弩身
TConstruct:CrossbowBodyPart:3, 燧石弩身
TConstruct:CrossbowBodyPart:4, 仙人掌弩身
TConstruct:CrossbowBodyPart:5, 骨头弩身
TConstruct:CrossbowBodyPart:6, 黑曜石弩身
TConstruct:CrossbowBodyPart:7, 地狱岩弩身
TConstruct:CrossbowBodyPart:8, 史莱姆弩身
TConstruct:CrossbowBodyPart:9, 纸弩身
TConstruct:CrossbowBodyPart:10, 钴弩身
TConstruct:CrossbowBodyPart:11, 阿迪特弩身
TConstruct:CrossbowBodyPart:12, 玛玉灵弩身
TConstruct:CrossbowBodyPart:13, 铜弩身
TConstruct:CrossbowBodyPart:14, 青铜弩身
TConstruct:CrossbowBodyPart:15, 耐酸铝弩身
TConstruct:CrossbowBodyPart:16, 钢弩身
TConstruct:CrossbowBodyPart:17, 史莱姆弩身
TConstruct:CrossbowBodyPart:18, 生铁弩身
TConstruct:BoltPart:0, 木弩箭
TConstruct:BoltPart:1, 石弩箭
TConstruct:BoltPart:2, 铁弩箭
TConstruct:BoltPart:3, 燧石弩箭
TConstruct:BoltPart:4, 仙人掌弩箭
TConstruct:BoltPart:5, 骨头弩箭
TConstruct:BoltPart:6, 黑曜石弩箭
TConstruct:BoltPart:7, 地狱岩弩箭
TConstruct:BoltPart:8, 史莱姆弩箭
TConstruct:BoltPart:9, 纸弩箭
TConstruct:BoltPart:10, 钴弩箭
TConstruct:BoltPart:11, 阿迪特弩箭
TConstruct:BoltPart:12, 玛玉灵弩箭
TConstruct:BoltPart:13, 铜弩箭
TConstruct:BoltPart:14, 青铜弩箭
TConstruct:BoltPart:15, 耐酸铝弩箭
TConstruct:BoltPart:16, 钢弩箭
TConstruct:BoltPart:17, 史莱姆弩箭
TConstruct:BoltPart:18, 生铁弩箭
TConstruct:Shuriken, item.InfiTool.name
TConstruct:ThrowingKnife, item.InfiTool.name
TConstruct:Javelin, item.InfiTool.name
TConstruct:ShortBow, item.InfiTool.name
TConstruct:LongBow, item.InfiTool.name
TConstruct:Crossbow, item.InfiTool.name
TConstruct:ArrowAmmo, item.InfiTool.name
TConstruct:BoltAmmo, item.InfiTool.name
TConstruct:Pattern:0, 回旋镖模具
TConstruct:Pattern:1, 弩臂模具
TConstruct:Pattern:2, 弩身模具
TConstruct:Pattern:3, 弓臂模具
TConstruct:Cast:0, 回旋镖铸模
TConstruct:Cast:1, 弩臂铸模
TConstruct:Cast:2, 弩身铸模
TConstruct:Cast:3, 弓臂铸模
TConstruct:GlassArrows, item.tconstruct.glassArrows.name
TConstruct:Boneana, 大剑
TConstruct:gearCast, 齿轮铸模
TwilightForest:item.nagaScale, 娜迦鳞片
TwilightForest:item.plateNaga, 娜迦胸甲
TwilightForest:item.legsNaga, 娜迦护腿
TwilightForest:item.scepterTwilight, 黄昏权杖
TwilightForest:item.scepterLifeDrain, 吸血权杖
TwilightForest:item.scepterZombie, 僵尸权杖
TwilightForest:item.oreMeter, 矿石感应仪 [WIP]
TwilightForest:item.magicMap:0, 魔法地图 #0
TwilightForest:item.mazeMap:0, 迷宮地图 #0
TwilightForest:item.oreMap:0, 迷宮/矿石地图 #0
TwilightForest:item.tfFeather, 乌鸦羽毛
TwilightForest:item.magicMapFocus, 魔法地图核心
TwilightForest:item.mazeMapFocus, 迷宮地图核心
TwilightForest:item.liveRoot, 活根
TwilightForest:item.ironwoodRaw, 未加工的铁树原料
TwilightForest:item.ironwoodIngot, 铁树锭
TwilightForest:item.ironwoodHelm, 铁树头盔
TwilightForest:item.ironwoodPlate, 铁树铠甲
TwilightForest:item.ironwoodLegs, 铁树护腿
TwilightForest:item.ironwoodBoots, 铁树靴
TwilightForest:item.ironwoodSword, 铁树剑
TwilightForest:item.ironwoodShovel, 铁树铲
TwilightForest:item.ironwoodPick, 铁树镐
TwilightForest:item.ironwoodAxe, 铁树斧
TwilightForest:item.ironwoodHoe, 铁树锄
TwilightForest:item.torchberries, 火炬浆果
TwilightForest:item.venisonRaw, 生鹿肉
TwilightForest:item.venisonCooked, 鹿肉排
TwilightForest:item.hydraChop, 九头蛇肉排
TwilightForest:item.fieryBlood, 炽热的血液
TwilightForest:item.trophy:0, 九头蛇战利品
TwilightForest:item.trophy:1, 娜迦战利品
TwilightForest:item.trophy:2, 巫妖战利品
TwilightForest:item.trophy:3, 暮色恶魂战利品
TwilightForest:item.trophy:4, Snow Queen Trophy
TwilightForest:item.fieryIngot, 炽热的铁锭
TwilightForest:item.fieryHelm, 炽热的铁头盔
TwilightForest:item.fieryPlate, 炽热的铁胸甲
TwilightForest:item.fieryLegs, 炽热的铁护腿
TwilightForest:item.fieryBoots, 炽热的铁靴子
TwilightForest:item.fierySword, 炽热的铁劍
TwilightForest:item.fieryPick, 炽热的铁镐
TwilightForest:item.steeleafIngot, 钢叶
TwilightForest:item.steeleafHelm, 钢叶头盔
TwilightForest:item.steeleafPlate, 钢叶胸甲
TwilightForest:item.steeleafLegs, 钢叶护腿
TwilightForest:item.steeleafBoots, 钢叶靴
TwilightForest:item.steeleafSword, 钢叶劍
TwilightForest:item.steeleafShovel, 钢叶铲
TwilightForest:item.steeleafPick, 钢叶镐
TwilightForest:item.steeleafAxe, 钢叶斧
TwilightForest:item.steeleafHoe, 钢叶锄
TwilightForest:item.minotaurAxe, 米诺陶诺斯战斧
TwilightForest:item.mazebreakerPick, 迷宮破坏者
TwilightForest:item.transformPowder, 转换粉
TwilightForest:item.meefRaw, 生牛头人肉
TwilightForest:item.meefSteak, 牛头人肉排
TwilightForest:item.meefStroganoff, 牛头人沙拉酱肉
TwilightForest:item.mazeWafer, 迷宮薄饼
TwilightForest:item.emptyMagicMap, 空白魔法地图
TwilightForest:item.emptyMazeMap, 空白迷宮地图
TwilightForest:item.emptyOreMap, 空白迷宮/矿石地图
TwilightForest:item.oreMagnet, 矿石磁铁
TwilightForest:item.crumbleHorn, 瓦解之号角
TwilightForest:item.peacockFan, 孔雀羽毛扇
TwilightForest:item.moonwormQueen, 月光蠕虫女王
TwilightForest:item.charmOfLife1, 魔力生命 I
TwilightForest:item.charmOfLife2, 魔力生命 II
TwilightForest:item.charmOfKeeping1, 保管符咒 I
TwilightForest:item.charmOfKeeping2, 保管符咒 II
TwilightForest:item.charmOfKeeping3, 保管符咒 III
TwilightForest:item.towerKey, 塔钥匙
TwilightForest:item.borerEssence, 三化螟精华
TwilightForest:item.carminite, 砷铅铁矿石
TwilightForest:item.experiment115, 试验物品 115
TwilightForest:item.armorShards, 装甲碎片
TwilightForest:item.knightMetal, 骑士金属锭
TwilightForest:item.shardCluster, 大块装甲碎片
TwilightForest:item.knightlyHelm, 骑士头盔
TwilightForest:item.knightlyPlate, 骑士胸甲
TwilightForest:item.knightlyLegs, 骑士护腿
TwilightForest:item.knightlyBoots, 骑士靴
TwilightForest:item.knightlySword, 骑士剑
TwilightForest:item.knightlyPick, 骑士镐
TwilightForest:item.knightlyAxe, 骑士斧
TwilightForest:item.phantomHelm, 幻影头盔
TwilightForest:item.phantomPlate, 幻影胸甲
TwilightForest:item.lampOfCinders, Lamp of Cinders
TwilightForest:item.fieryTears, Fiery Tears
TwilightForest:item.alphaFur, Alpha Yeti Fur
TwilightForest:item.yetiHelm, Yeti Horned Helm
TwilightForest:item.yetiPlate, Yeti Jacket
TwilightForest:item.yetiLegs, Yeti Leggings
TwilightForest:item.yetiBoots, Yeti Boots
TwilightForest:item.iceBomb, Ice Bomb
TwilightForest:item.arcticFur, Arctic Fur
TwilightForest:item.arcticHelm, Arctic Hood
TwilightForest:item.arcticPlate, Arctic Jacket
TwilightForest:item.arcticLegs, Arctic Leggings
TwilightForest:item.arcticBoots, Arctic Boots
TwilightForest:item.magicBeans, Magic Beans
TwilightForest:item.giantPick, Giant's Pickaxe
TwilightForest:item.giantSword, Giant's Sword
TwilightForest:item.tripleBow, Tri-bow
TwilightForest:item.seekerBow, Seeker Bow
TwilightForest:item.iceBow, Ice Bow
TwilightForest:item.enderBow, Ender Bow
TwilightForest:item.iceSword, Ice Sword
TwilightForest:item.glassSword, Glass Sword
TwilightForest:item.knightmetalRing, Knightmetal Loop
TwilightForest:item.chainBlock, Block and Chain
TwilightForest:item.cubeTalisman, Talisman of the Cube
TwilightForest:item.cubeOfAnnihilation, Cube of Annihilation
OpenBlocks:hangglider, 滑翔翼
OpenBlocks:generic:0, 滑翔翼
OpenBlocks:generic:1, 连杆
OpenBlocks:generic:2, 起重机引擎
OpenBlocks:generic:3, 起重机磁铁
OpenBlocks:generic:4, §5奇迹磁铁§r
OpenBlocks:generic:5, 缆绳
OpenBlocks:generic:6, 地图调节器模块
OpenBlocks:generic:7, 地图存储模块
OpenBlocks:generic:9, 助力底座
OpenBlocks:generic:10, 空白模板
OpenBlocks:generic:11, 绘图笔
OpenBlocks:luggage, 行李箱
OpenBlocks:sonicglasses, 音波眼镜
OpenBlocks:pencilGlasses:0, 铅笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:crayonGlasses:0, 蜡笔眼镜
OpenBlocks:technicolorGlasses:0, 惊艳科幻色调眼镜
OpenBlocks:seriousGlasses:0, 恶棍眼镜
OpenBlocks:craneControl, 起重机控制器
OpenBlocks:craneBackpack, 起重机背包
OpenBlocks:slimalyzer, 史莱姆区块探测器
OpenBlocks:filledbucket:0, 液态经验桶
OpenBlocks:sleepingBag, 睡袋
OpenBlocks:paintBrush, 颜料刷
OpenBlocks:stencil:0, 模板
OpenBlocks:stencil:1, 模板
OpenBlocks:stencil:2, 模板
OpenBlocks:stencil:3, 模板
OpenBlocks:stencil:4, 模板
OpenBlocks:stencil:5, 模板
OpenBlocks:stencil:6, 模板
OpenBlocks:stencil:7, 模板
OpenBlocks:stencil:8, 模板
OpenBlocks:stencil:9, 模板
OpenBlocks:stencil:10, 模板
OpenBlocks:stencil:11, 模板
OpenBlocks:stencil:12, 模板
OpenBlocks:stencil:13, 模板
OpenBlocks:stencil:14, 模板
OpenBlocks:squeegee:0, 刮刀
OpenBlocks:emptyMap, 空白地图
OpenBlocks:cartographer:0, 制图机器人
OpenBlocks:tastyClay, 美味粘土
OpenBlocks:goldenEye, 黄金之眼
OpenBlocks:genericUnstackable:0, 指针
OpenBlocks:cursor, 游标
OpenBlocks:infoBook, 用开放式方块主宰世界
OpenBlocks:devnull, /dev/null
OpenBlocks:spongeonastick, 海绵棒
OpenBlocks:pedometer, 计步器
OpenBlocks:epicEraser, Epic Eraser
OpenBlocks:wrench, Big Metal Bar
OpenComputers:item:27, 算逻运算单元(ALU)
OpenComputers:item:101, 基础加速运算单元(APU)
OpenComputers:item:102, 高级加速运算单元(APU)
OpenComputers:item:103, 创造加速运算单元(APU)
OpenComputers:item:18, 蚀刻药水
OpenComputers:item:0, 分析器
OpenComputers:item:21, 方向键
OpenComputers:item:20, 按钮组
OpenComputers:item:29, 基础中央处理器(CPU)
OpenComputers:item:42, 高级中央处理器(CPU)
OpenComputers:item:43, 超级中央处理器(CPU)
OpenComputers:item:33, 基板
OpenComputers:item:96, 变色材料
OpenComputers:item:31, 电路板
OpenComputers:item:70, 基础组件总线
OpenComputers:item:71, 高级组件总线
OpenComputers:item:72, 超级组件总线
OpenComputers:item:28, 控制单元(CU)
OpenComputers:item:17, 切割线
OpenComputers:item:104, 基础数据卡
OpenComputers:item:105, 高级数据卡
OpenComputers:item:106, 超级数据卡
OpenComputers:item:73, 调试卡
OpenComputers:item:81, 网络调试器
OpenComputers:item:111, 钻石芯片
OpenComputers:item:19, 磁碟
OpenComputers:item:109, 磁盘
OpenComputers:item:83, 基础机器人外壳
OpenComputers:item:87, 高级机器人外壳
OpenComputers:item:91, 创造机器人外壳
OpenComputers:item:4, 软盘
OpenComputers:item:8, 基础显卡
OpenComputers:item:9, 高级显卡
OpenComputers:item:10, 超级显卡
OpenComputers:item:5, 基础磁盘驱动器 (1MB)
OpenComputers:item:6, 高级磁盘驱动器 (2MB)
OpenComputers:item:7, 超级磁盘驱动器 (4MB)
OpenComputers:item:95, 墨盒
OpenComputers:item:94, 墨盒(空)
OpenComputers:item:44, 因特网卡
OpenComputers:item:48, 因特网
OpenComputers:item:51, 连接卡
OpenComputers:item:98, 开放式电脑使用手册
OpenComputers:item:1, 存储器-T1
OpenComputers:item:50, 存储器-T1.5
OpenComputers:item:2, 存储器-T2
OpenComputers:item:3, 存储器-T2.5
OpenComputers:item:38, 存储器-T3
OpenComputers:item:39, 存储器-T3.5
OpenComputers:item:24, 简易微芯片
OpenComputers:item:25, 高级微芯片
OpenComputers:item:26, 超级微芯片
OpenComputers:item:82, 基础微控制器外壳
OpenComputers:item:86, 高级微控制器外壳
OpenComputers:item:90, 创造微控制器外壳
OpenComputers:item:107, 纳米机器
OpenComputers:item:11, 网卡
OpenComputers:item:22, 数字键盘
OpenComputers:item:32, 印刷电路板(PCB)
OpenComputers:item:30, 未加工电路板
OpenComputers:item:66, 基础红石卡
OpenComputers:item:45, 基础服务器
OpenComputers:item:46, 高级服务器
OpenComputers:item:40, 超级服务器
OpenComputers:item:69, 创造模式服务器
OpenComputers:item:74, 平板电脑保护套T1
OpenComputers:item:92, 平板电脑保护套T2
OpenComputers:item:93, 平板电脑保护套T3
OpenComputers:item:41, 远程终端
OpenComputers:item:108, 终端服务器
OpenComputers:item:97, 材质选择器
OpenComputers:item:23, 晶体管
OpenComputers:item:49, 天使方块升级
OpenComputers:item:63, 基础电池升级
OpenComputers:item:64, 高级电池升级
OpenComputers:item:65, 超级电池升级
OpenComputers:item:62, 区块载入升级
OpenComputers:item:57, 基础卡槽
OpenComputers:item:58, 高级卡槽
OpenComputers:item:59, 超级卡槽
OpenComputers:item:54, 基础升级组件容器
OpenComputers:item:55, 高级升级组件容器
OpenComputers:item:56, 超级升级组件容器
OpenComputers:item:14, 合成升级
OpenComputers:item:78, 基础数据库升级
OpenComputers:item:79, 高级数据库升级
OpenComputers:item:80, 超级数据库升级
OpenComputers:item:52, 经验升级
OpenComputers:item:15, 发电机升级
OpenComputers:item:99, 基础悬浮升级
OpenComputers:item:100, 高级悬浮升级
OpenComputers:item:53, 物品栏升级
OpenComputers:item:61, 物品栏控制器升级
OpenComputers:item:85, 缰绳升级
OpenComputers:item:36, 导航升级
OpenComputers:item:75, 活塞升级
OpenComputers:item:35, 告示牌读写升级
OpenComputers:item:34, 太阳能发电机升级
OpenComputers:item:76, 水箱升级
OpenComputers:item:77, 高级水箱升级
OpenComputers:item:67, 牵引光束升级
OpenComputers:item:110, 交易升级
OpenComputers:item:13, 无线网卡
OpenComputers:item:84, Crecopter
OpenComputers:item:0, 微控制器
OpenComputers:item:0, Creatix
OpenComputers:item:68, 平板电脑
OpenComputers:item:0, 悬浮靴
OpenComputers:item:0, EEPROM (Lua BIOS)
OpenComputers:eeprom, EEPROM
OpenComputers:wrench, 螺丝刀扳手
OpenComputers:hoverBoots, 悬浮靴
openmodularturrets:bulletThrowable, 投射型子弹
openmodularturrets:grenadeThrowable, 投射型榴弹
openmodularturrets:accuraccyUpgradeItem, 升级组件-精准
openmodularturrets:efficiencyUpgradeItem, 升级组件-效率
openmodularturrets:fireRateUpgradeItem, 升级组件-射速
